Year,City,Sport,Discipline,Country,Gender,Event,Medal
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,Women,Individual,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,FIN,Men,1500M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,Men,10000M,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,Men,500M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,Men,10000M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,Men,5000M,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,10000M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,5000M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,5000M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,500M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,500M,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,1500M,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Women,Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,CAN,Women,Downhill,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,EUA,Women,Giant Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,JPN,Men,Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Men,Downhill,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Women,Downhill,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Women,Downhill,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Women,Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,Men,Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,Women,Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Men,30KM Mass Start,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Men,50KM,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,NOR,Men,15KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,15KM,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,50KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Women,10KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,15KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,50KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Women,10KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Women,10KM,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Women,3X5KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,NOR,Men,Individual,Gold
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,Men,Individual,Bronze
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,Men,Individual,Silver
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,EUA,Men,K90 Individual (70M),Bronze
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Silver
1960,Squaw Valley,Biathlon,Biathlon,FIN,Men,20KM,Silver
1960,Squaw Valley,Biathlon,Biathlon,SWE,Men,20KM,Gold
1960,Squaw Valley,Biathlon,Biathlon,URS,Men,20KM,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Silver
1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,Men,Ice Hockey,Gold
1960,Squaw Valley,Skating,Figure skating,CAN,Men,Individual,Bronze
1960,Squaw Valley,Skating,Figure skating,CAN,Men,Pairs,Gold
1960,Squaw Valley,Skating,Figure skating,CAN,Women,Pairs,Gold
1960,Squaw Valley,Skating,Figure skating,EUA,Men,Pairs,Silver
1960,Squaw Valley,Skating,Figure skating,EUA,Women,Pairs,Silver
1960,Squaw Valley,Skating,Figure skating,NED,Women,Individual,Silver
1960,Squaw Valley,Skating,Figure skating,TCH,Men,Individual,Silver
1960,Squaw Valley,Skating,Figure skating,USA,Men,Individual,Gold
1960,Squaw Valley,Skating,Figure skating,USA,Men,Pairs,Bronze
1960,Squaw Valley,Skating,Figure skating,USA,Women,Individual,Bronze
1960,Squaw Valley,Skating,Figure skating,USA,Women,Individual,Gold
1960,Squaw Valley,Skating,Figure skating,USA,Women,Pairs,Bronze
1960,Squaw Valley,Skating,Speed skating,EUA,Women,1000M,Silver
1960,Squaw Valley,Skating,Speed skating,EUA,Women,500M,Gold
1960,Squaw Valley,Skating,Speed skating,FIN,Women,3000M,Bronze
1960,Squaw Valley,Skating,Speed skating,NED,Men,5000M,Bronze
1960,Squaw Valley,Skating,Speed skating,NOR,Men,10000M,Gold
1960,Squaw Valley,Skating,Speed skating,NOR,Men,1500M,Gold
1960,Squaw Valley,Skating,Speed skating,NOR,Men,5000M,Silver
1960,Squaw Valley,Skating,Speed skating,POL,Women,1500M,Bronze
1960,Squaw Valley,Skating,Speed skating,POL,Women,1500M,Silver
1960,Squaw Valley,Skating,Speed skating,SWE,Men,10000M,Bronze
1960,Squaw Valley,Skating,Speed skating,URS,Men,10000M,Silver
1960,Squaw Valley,Skating,Speed skating,URS,Men,1500M,Bronze
1960,Squaw Valley,Skating,Speed skating,URS,Men,1500M,Gold
1960,Squaw Valley,Skating,Speed skating,URS,Men,5000M,Gold
1960,Squaw Valley,Skating,Speed skating,URS,Men,500M,Bronze
1960,Squaw Valley,Skating,Speed skating,URS,Men,500M,Gold
1960,Squaw Valley,Skating,Speed skating,URS,Women,1000M,Bronze
1960,Squaw Valley,Skating,Speed skating,URS,Women,1000M,Gold
1960,Squaw Valley,Skating,Speed skating,URS,Women,1500M,Gold
1960,Squaw Valley,Skating,Speed skating,URS,Women,3000M,Gold
1960,Squaw Valley,Skating,Speed skating,URS,Women,3000M,Silver
1960,Squaw Valley,Skating,Speed skating,URS,Women,500M,Silver
1960,Squaw Valley,Skating,Speed skating,USA,Men,500M,Silver
1960,Squaw Valley,Skating,Speed skating,USA,Women,500M,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Slalom,Silver
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Women,Downhill,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,CAN,Women,Slalom,Gold
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,Men,Downhill,Silver
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,Women,Downhill,Gold
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,Women,Slalom,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,Men,Downhill,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,Men,Downhill,Gold
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,Men,Slalom,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,ITA,Women,Giant Slalom,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Gold
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Gold
1960,Squaw Valley,Skiing,Alpine Skiing,USA,Women,Downhill,Silver
1960,Squaw Valley,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Silver
1960,Squaw Valley,Skiing,Alpine Skiing,USA,Women,Slalom,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,15KM,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,50KM,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,50KM,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing,NOR,Men,15KM,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,15KM,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,50KM,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,10KM,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,10KM,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,10KM,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Women,3X5KM Relay,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Women,3X5KM Relay,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,3X5KM Relay,Silver
1960,Squaw Valley,Skiing,Nordic Combined,EUA,Men,Individual,Gold
1960,Squaw Valley,Skiing,Nordic Combined,NOR,Men,Individual,Silver
1960,Squaw Valley,Skiing,Nordic Combined,URS,Men,Individual,Bronze
1960,Squaw Valley,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Bronze
1960,Squaw Valley,Skiing,Ski Jumping,EUA,Men,K90 Individual (70M),Gold
1960,Squaw Valley,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Silver
1964,Innsbruck,Biathlon,Biathlon,NOR,Men,20KM,Bronze
1964,Innsbruck,Biathlon,Biathlon,URS,Men,20KM,Gold
1964,Innsbruck,Biathlon,Biathlon,URS,Men,20KM,Silver
1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,Men,Four-Man,Silver
1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,Men,Four-Man,Gold
1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,Men,Two-Man,Gold
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,Men,Four-Man,Bronze
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Bronze
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Silver
1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Silver
1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,Men,Ice Hockey,Bronze
1964,Innsbruck,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Gold
1964,Innsbruck,Luge,Luge,AUT,Women,Singles,Bronze
1964,Innsbruck,Luge,Luge,EUA,Men,Singles,Bronze
1964,Innsbruck,Luge,Luge,EUA,Men,Singles,Gold
1964,Innsbruck,Luge,Luge,EUA,Men,Singles,Silver
1964,Innsbruck,Luge,Luge,EUA,Women,Singles,Gold
1964,Innsbruck,Luge,Luge,EUA,Women,Singles,Silver
1964,Innsbruck,Luge,Luge,AUT,Men,Doubles,Gold
1964,Innsbruck,Luge,Luge,AUT,Men,Doubles,Silver
1964,Innsbruck,Luge,Luge,ITA,Men,Doubles,Bronze
1964,Innsbruck,Skating,Figure skating,AUT,Women,Individual,Silver
1964,Innsbruck,Skating,Figure skating,CAN,Men,Pairs,Silver
1964,Innsbruck,Skating,Figure skating,CAN,Women,Individual,Bronze
1964,Innsbruck,Skating,Figure skating,CAN,Women,Pairs,Silver
1964,Innsbruck,Skating,Figure skating,EUA,Men,Individual,Gold
1964,Innsbruck,Skating,Figure skating,EUA,Men,Pairs,Silver
1964,Innsbruck,Skating,Figure skating,EUA,Women,Pairs,Silver
1964,Innsbruck,Skating,Figure skating,FRA,Men,Individual,Silver
1964,Innsbruck,Skating,Figure skating,NED,Women,Individual,Gold
1964,Innsbruck,Skating,Figure skating,URS,Men,Pairs,Gold
1964,Innsbruck,Skating,Figure skating,URS,Women,Pairs,Gold
1964,Innsbruck,Skating,Figure skating,USA,Men,Individual,Bronze
1964,Innsbruck,Skating,Figure skating,USA,Men,Pairs,Bronze
1964,Innsbruck,Skating,Figure skating,USA,Women,Pairs,Bronze
1964,Innsbruck,Skating,Speed skating,FIN,Women,1000M,Bronze
1964,Innsbruck,Skating,Speed skating,FIN,Women,1500M,Silver
1964,Innsbruck,Skating,Speed skating,NED,Men,1500M,Silver
1964,Innsbruck,Skating,Speed skating,NOR,Men,10000M,Bronze
1964,Innsbruck,Skating,Speed skating,NOR,Men,10000M,Silver
1964,Innsbruck,Skating,Speed skating,NOR,Men,1500M,Bronze
1964,Innsbruck,Skating,Speed skating,NOR,Men,5000M,Bronze
1964,Innsbruck,Skating,Speed skating,NOR,Men,5000M,Gold
1964,Innsbruck,Skating,Speed skating,NOR,Men,5000M,Silver
1964,Innsbruck,Skating,Speed skating,NOR,Men,500M,Silver
1964,Innsbruck,Skating,Speed skating,PRK,Women,3000M,Silver
1964,Innsbruck,Skating,Speed skating,SWE,Men,10000M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Men,1500M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Women,1000M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Women,1000M,Silver
1964,Innsbruck,Skating,Speed skating,URS,Women,1500M,Bronze
1964,Innsbruck,Skating,Speed skating,URS,Women,1500M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Women,3000M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Women,3000M,Silver
1964,Innsbruck,Skating,Speed skating,URS,Women,500M,Bronze
1964,Innsbruck,Skating,Speed skating,URS,Women,500M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Women,500M,Silver
1964,Innsbruck,Skating,Speed skating,USA,Men,500M,Gold
1964,Innsbruck,Skating,Speed skating,URS,Men,500M,Silver
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Women,Downhill,Bronze
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Women,Downhill,Gold
1964,Innsbruck,Skiing,Alpine Skiing,AUT,Women,Downhill,Silver
1964,Innsbruck,Skiing,Alpine Skiing,EUA,Men,Downhill,Bronze
1964,Innsbruck,Skiing,Alpine Skiing,FRA,Men,Downhill,Silver
1964,Innsbruck,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Gold
1964,Innsbruck,Skiing,Alpine Skiing,FRA,Women,Giant Slalom,Gold
1964,Innsbruck,Skiing,Alpine Skiing,FRA,Women,Giant Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing,FRA,Women,Slalom,Gold
1964,Innsbruck,Skiing,Alpine Skiing,FRA,Women,Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing,USA,Men,Slalom,Bronze
1964,Innsbruck,Skiing,Alpine Skiing,USA,Men,Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing,USA,Women,Slalom,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,FIN,Men,15KM,Gold
1964,Innsbruck,Skiing,Cross Country Skiing,FIN,Men,30KM Mass Start,Gold
1964,Innsbruck,Skiing,Cross Country Skiing,FIN,Men,50KM,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,FIN,Women,5KM,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,NOR,Men,15KM,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,SWE,Men,15KM,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,SWE,Men,50KM,Gold
1964,Innsbruck,Skiing,Cross Country Skiing,SWE,Men,50KM,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Women,10KM,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Women,10KM,Gold
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Women,10KM,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Women,5KM,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Women,5KM,Gold
1964,Innsbruck,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,FIN,Women,3X5KM Relay,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Gold
1964,Innsbruck,Skiing,Cross Country Skiing,SWE,Women,3X5KM Relay,Silver
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing,URS,Women,3X5KM Relay,Gold
1964,Innsbruck,Skiing,Nordic Combined,EUA,Men,Individual,Bronze
1964,Innsbruck,Skiing,Nordic Combined,NOR,Men,Individual,Gold
1964,Innsbruck,Skiing,Nordic Combined,URS,Men,Individual,Silver
1964,Innsbruck,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Silver
1964,Innsbruck,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold
1964,Innsbruck,Skiing,Ski Jumping,NOR,Men,K120 Individual (90M),Bronze
1964,Innsbruck,Skiing,Ski Jumping,NOR,Men,K120 Individual (90M),Gold
1964,Innsbruck,Skiing,Ski Jumping,NOR,Men,K90 Individual (70M),Bronze
1964,Innsbruck,Skiing,Ski Jumping,NOR,Men,K90 Individual (70M),Silver
1968,Grenoble,Biathlon,Biathlon,NOR,Men,20KM,Gold
1968,Grenoble,Biathlon,Biathlon,URS,Men,20KM,Bronze
1968,Grenoble,Biathlon,Biathlon,URS,Men,20KM,Silver
1968,Grenoble,Biathlon,Biathlon,NOR,Men,4X7.5KM Relay,Silver
1968,Grenoble,Biathlon,Biathlon,SWE,Men,4X7.5KM Relay,Bronze
1968,Grenoble,Biathlon,Biathlon,URS,Men,4X7.5KM Relay,Gold
1968,Grenoble,Bobsleigh,Bobsleigh,AUT,Men,Four-Man,Silver
1968,Grenoble,Bobsleigh,Bobsleigh,FRG,Men,Two-Man,Silver
1968,Grenoble,Bobsleigh,Bobsleigh,ITA,Men,Four-Man,Gold
1968,Grenoble,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Gold
1968,Grenoble,Bobsleigh,Bobsleigh,ROU,Men,Two-Man,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Bronze
1968,Grenoble,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Bronze
1968,Grenoble,Ice Hockey,Ice Hockey,TCH,Men,Ice Hockey,Silver
1968,Grenoble,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Gold
1968,Grenoble,Luge,Luge,AUT,Men,Singles,Gold
1968,Grenoble,Luge,Luge,FRG,Women,Singles,Bronze
1968,Grenoble,Luge,Luge,FRG,Women,Singles,Silver
1968,Grenoble,Luge,Luge,GDR,Men,Singles,Bronze
1968,Grenoble,Luge,Luge,GDR,Men,Singles,Silver
1968,Grenoble,Luge,Luge,ITA,Women,Singles,Gold
1968,Grenoble,Luge,Luge,AUT,Men,Doubles,Silver
1968,Grenoble,Luge,Luge,FRG,Men,Doubles,Bronze
1968,Grenoble,Luge,Luge,GDR,Men,Doubles,Gold
1968,Grenoble,Skating,Figure skating,AUT,Men,Individual,Gold
1968,Grenoble,Skating,Figure skating,FRA,Men,Individual,Bronze
1968,Grenoble,Skating,Figure skating,FRG,Men,Pairs,Bronze
1968,Grenoble,Skating,Figure skating,FRG,Women,Pairs,Bronze
1968,Grenoble,Skating,Figure skating,GDR,Women,Individual,Silver
1968,Grenoble,Skating,Figure skating,TCH,Women,Individual,Bronze
1968,Grenoble,Skating,Figure skating,URS,Men,Pairs,Gold
1968,Grenoble,Skating,Figure skating,URS,Men,Pairs,Silver
1968,Grenoble,Skating,Figure skating,URS,Women,Pairs,Gold
1968,Grenoble,Skating,Figure skating,URS,Women,Pairs,Silver
1968,Grenoble,Skating,Figure skating,USA,Men,Individual,Silver
1968,Grenoble,Skating,Figure skating,USA,Women,Individual,Gold
1968,Grenoble,Skating,Speed skating,FIN,Women,1500M,Gold
1968,Grenoble,Skating,Speed skating,FIN,Women,3000M,Silver
1968,Grenoble,Skating,Speed skating,FRG,Men,500M,Gold
1968,Grenoble,Skating,Speed skating,NED,Men,1500M,Gold
1968,Grenoble,Skating,Speed skating,NED,Men,1500M,Silver
1968,Grenoble,Skating,Speed skating,NED,Men,5000M,Bronze
1968,Grenoble,Skating,Speed skating,NED,Men,5000M,Silver
1968,Grenoble,Skating,Speed skating,NED,Women,1000M,Gold
1968,Grenoble,Skating,Speed skating,NED,Women,1500M,Bronze
1968,Grenoble,Skating,Speed skating,NED,Women,1500M,Silver
1968,Grenoble,Skating,Speed skating,NED,Women,3000M,Bronze
1968,Grenoble,Skating,Speed skating,NED,Women,3000M,Gold
1968,Grenoble,Skating,Speed skating,NOR,Men,10000M,Silver
1968,Grenoble,Skating,Speed skating,NOR,Men,1500M,Silver
1968,Grenoble,Skating,Speed skating,NOR,Men,5000M,Gold
1968,Grenoble,Skating,Speed skating,NOR,Men,500M,Silver
1968,Grenoble,Skating,Speed skating,SWE,Men,10000M,Bronze
1968,Grenoble,Skating,Speed skating,SWE,Men,10000M,Gold
1968,Grenoble,Skating,Speed skating,URS,Women,1000M,Silver
1968,Grenoble,Skating,Speed skating,URS,Women,500M,Gold
1968,Grenoble,Skating,Speed skating,USA,Men,500M,Silver
1968,Grenoble,Skating,Speed skating,USA,Women,1000M,Bronze
1968,Grenoble,Skating,Speed skating,USA,Women,500M,Silver
1968,Grenoble,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze
1968,Grenoble,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze
1968,Grenoble,Skiing,Alpine Skiing,AUT,Men,Slalom,Silver
1968,Grenoble,Skiing,Alpine Skiing,AUT,Women,Downhill,Bronze
1968,Grenoble,Skiing,Alpine Skiing,AUT,Women,Downhill,Gold
1968,Grenoble,Skiing,Alpine Skiing,CAN,Women,Giant Slalom,Gold
1968,Grenoble,Skiing,Alpine Skiing,CAN,Women,Slalom,Silver
1968,Grenoble,Skiing,Alpine Skiing,FRA,Men,Downhill,Gold
1968,Grenoble,Skiing,Alpine Skiing,FRA,Men,Downhill,Silver
1968,Grenoble,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Gold
1968,Grenoble,Skiing,Alpine Skiing,FRA,Men,Slalom,Gold
1968,Grenoble,Skiing,Alpine Skiing,FRA,Women,Downhill,Silver
1968,Grenoble,Skiing,Alpine Skiing,FRA,Women,Giant Slalom,Silver
1968,Grenoble,Skiing,Alpine Skiing,FRA,Women,Slalom,Bronze
1968,Grenoble,Skiing,Alpine Skiing,FRA,Women,Slalom,Gold
1968,Grenoble,Skiing,Alpine Skiing,SUI,Men,Downhill,Bronze
1968,Grenoble,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Silver
1968,Grenoble,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,FIN,Men,15KM,Silver
1968,Grenoble,Skiing,Cross Country Skiing,FIN,Men,30KM Mass Start,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,ITA,Men,30KM Mass Start,Gold
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Men,15KM,Gold
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Silver
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Men,50KM,Gold
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Women,10KM,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Women,10KM,Silver
1968,Grenoble,Skiing,Cross Country Skiing,SUI,Men,50KM,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,SWE,Men,15KM,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,SWE,Women,10KM,Gold
1968,Grenoble,Skiing,Cross Country Skiing,SWE,Women,5KM,Gold
1968,Grenoble,Skiing,Cross Country Skiing,URS,Men,50KM,Silver
1968,Grenoble,Skiing,Cross Country Skiing,URS,Women,5KM,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,URS,Women,5KM,Silver
1968,Grenoble,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Bronze
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Gold
1968,Grenoble,Skiing,Cross Country Skiing,NOR,Women,3X5KM Relay,Gold
1968,Grenoble,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Silver
1968,Grenoble,Skiing,Cross Country Skiing,SWE,Women,3X5KM Relay,Silver
1968,Grenoble,Skiing,Cross Country Skiing,URS,Women,3X5KM Relay,Bronze
1968,Grenoble,Skiing,Nordic Combined,FRG,Men,Individual,Gold
1968,Grenoble,Skiing,Nordic Combined,GDR,Men,Individual,Bronze
1968,Grenoble,Skiing,Nordic Combined,SUI,Men,Individual,Silver
1968,Grenoble,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Bronze
1968,Grenoble,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Silver
1968,Grenoble,Skiing,Ski Jumping,NOR,Men,K120 Individual (90M),Bronze
1968,Grenoble,Skiing,Ski Jumping,TCH,Men,K120 Individual (90M),Silver
