Indicator_series,Indicator_Description,City,Country,Region,Estimate_Year,Urban_Share_in_OPS,Urban_Share_in_Streets,Urban_Share_in_OPS_and_Streets,Population_with_OPS_access,Estimate_Source,ObjectId
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al_Qhurdaqah,Egypt,Western Asia  and Northern Africa ,2020,2.06,18.96,21.01,72.27,UN-Habitat Urban Indicators Database,254
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Port Said,Egypt,Western Asia  and Northern Africa ,2020,1.96,14.06,16.02,95.08,UN-Habitat Urban Indicators Database,255
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Miguel,El Salvador,Latin America and the Caribbean,2020,2.16,12.04,14.2,44,UN-Habitat Urban Indicators Database,256
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Salvador,El Salvador,Latin America and the Caribbean,2020,3.7,11.61,15.3,44.79,UN-Habitat Urban Indicators Database,257
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Santa ana,El Salvador,Latin America and the Caribbean,2020,2.69,13.08,15.77,48.04,UN-Habitat Urban Indicators Database,258
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Adama Nazreth,Ethiopia,Sub-Saharan Africa,2020,1.42,18.58,20,64.08,UN-Habitat Urban Indicators Database,259
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Gondar,Ethiopia,Sub-Saharan Africa,2020,1.4,12.82,14.22,40.32,UN-Habitat Urban Indicators Database,260
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Mashhad,Iran,Central and Southern Asia ,2020,4.3,14.14,18.44,54.7,UN-Habitat Urban Indicators Database,261
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Harar,Ethiopia,Sub-Saharan Africa,2020,1.17,11.25,12.42,40,UN-Habitat Urban Indicators Database,262
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Besancon,France,Northern America and Europe,2020,6.45,20.55,27,91.07,UN-Habitat Urban Indicators Database,263
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nishabur,Iran,Central and Southern Asia ,2020,2.24,14.51,16.76,64.66,UN-Habitat Urban Indicators Database,264
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Grenoble,France,Northern America and Europe,2020,4.48,14.85,19.33,75.52,UN-Habitat Urban Indicators Database,265
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Piranshahr,Iran,Central and Southern Asia ,2020,1.36,11.81,13.18,52.48,UN-Habitat Urban Indicators Database,266
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Le Mans,France,Northern America and Europe,2020,6.47,17.66,24.13,81.2,UN-Habitat Urban Indicators Database,267
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Qom,Iran,Central and Southern Asia ,2020,2.28,15.27,17.55,47.5,UN-Habitat Urban Indicators Database,268
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lille,France,Northern America and Europe,2020,3.96,18.06,22.02,67.01,UN-Habitat Urban Indicators Database,269
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Salmas ,Iran,Central and Southern Asia ,2020,1.83,12.87,14.7,51.88,UN-Habitat Urban Indicators Database,270
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lyon,France,Northern America and Europe,2020,4.59,14.26,18.85,66.51,UN-Habitat Urban Indicators Database,271
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sanandaj ,Iran,Central and Southern Asia ,2020,3.91,13.55,17.46,54.82,UN-Habitat Urban Indicators Database,272
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Marseille,France,Northern America and Europe,2020,5.62,14,19.62,46.5,UN-Habitat Urban Indicators Database,273
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Shahin Shahr,Iran,Central and Southern Asia ,2020,4.53,15.74,20.27,83.89,UN-Habitat Urban Indicators Database,274
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Metz,France,Northern America and Europe,2020,3.12,15.64,18.77,39.04,UN-Habitat Urban Indicators Database,275
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Shiraz,Iran,Central and Southern Asia ,2020,2.76,15.6,18.36,54.72,UN-Habitat Urban Indicators Database,276
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nantes,France,Northern America and Europe,2020,5.93,15.32,21.25,67.57,UN-Habitat Urban Indicators Database,277
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nimes,France,Northern America and Europe,2020,3.49,12.68,16.17,34.36,UN-Habitat Urban Indicators Database,278
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Paris,France,Northern America and Europe,2020,3.65,12.46,16.1,51.58,UN-Habitat Urban Indicators Database,279
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Strasbourg,France,Northern America and Europe,2020,4.92,17.7,22.62,73.24,UN-Habitat Urban Indicators Database,280
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Toulousse,France,Northern America and Europe,2020,2.48,15.84,18.32,47.21,UN-Habitat Urban Indicators Database,281
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Faaa (includes Punaauia and Papeete),French Polynesia,Oceania excluding Australia and New Zealand ,2020,3.07,13.24,16.31,46.2,UN-Habitat Urban Indicators Database,282
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Berlin,Germany,Northern America and Europe,2020,8.06,22.2,30.26,68.19,UN-Habitat Urban Indicators Database,283
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Halle,Germany,Northern America and Europe,2020,8.03,22.42,30.45,76.43,UN-Habitat Urban Indicators Database,284
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Oldenburg ,Germany,Northern America and Europe,2020,7.63,26.19,33.82,90.56,UN-Habitat Urban Indicators Database,285
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Thessaloniki,Greece,Northern America and Europe,2020,1.62,14.47,16.09,65.7,UN-Habitat Urban Indicators Database,286
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Escuintla,Guatemala,Latin America and the Caribbean,2020,1.74,10.24,11.98,49.36,UN-Habitat Urban Indicators Database,287
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Guatemala City,Guatemala,Latin America and the Caribbean,2020,1.71,11.69,13.39,31.95,UN-Habitat Urban Indicators Database,288
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Saint-marc,Haiti,Latin America and the Caribbean,2020,1.07,12,13.07,20.84,UN-Habitat Urban Indicators Database,289
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Comayagua,Honduras,Latin America and the Caribbean,2020,1.19,10.51,11.7,53.99,UN-Habitat Urban Indicators Database,290
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Pedro Sula,Honduras,Latin America and the Caribbean,2020,3.21,11.62,14.83,56.22,UN-Habitat Urban Indicators Database,291
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Christ Church,New Zealand,Australia and New Zealand,2020,8.71,17.65,26.36,83.37,UN-Habitat Urban Indicators Database,292
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tegucigalpa,Honduras,Latin America and the Caribbean,2020,1.65,10.51,12.16,33.32,UN-Habitat Urban Indicators Database,293
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Budapest,Hungary,Northern America and Europe,2020,2.96,17.59,20.55,58.84,UN-Habitat Urban Indicators Database,294
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Iceland national urban estimate,Iceland,Northern America and Europe,2018,6.85,,,,National Land Survey of Iceland,295
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ahmedabad,India,Central and Southern Asia ,2020,1.13,11.67,12.8,29.38,UN-Habitat Urban Indicators Database,296
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Belgaum,India,Central and Southern Asia ,2020,1.52,11.44,12.96,39.68,UN-Habitat Urban Indicators Database,297
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bengaluru,India,Central and Southern Asia ,2020,1.58,18.54,20.12,34.59,UN-Habitat Urban Indicators Database,298
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bhiwandi,India,Central and Southern Asia ,2020,1.37,11.29,12.66,29.67,UN-Habitat Urban Indicators Database,299
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chandigarh,India,Central and Southern Asia ,2020,4.9,14.59,19.49,54.85,UN-Habitat Urban Indicators Database,300
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Hyderabad,India,Central and Southern Asia ,2020,1.51,19.42,20.93,40.18,UN-Habitat Urban Indicators Database,301
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Jaipur,India,Central and Southern Asia ,2020,4.37,16.78,21.15,18.51,UN-Habitat Urban Indicators Database,302
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Jalna,India,Central and Southern Asia ,2020,1.23,14.33,15.56,42.32,UN-Habitat Urban Indicators Database,303
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Mumbai,India,Central and Southern Asia ,2020,1.77,11.26,13.04,35.35,UN-Habitat Urban Indicators Database,304
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Patna,India,Central and Southern Asia ,2020,1.64,10.13,11.77,36.8,UN-Habitat Urban Indicators Database,305
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Pune,India,Central and Southern Asia ,2020,2.24,12.07,14.32,30.83,UN-Habitat Urban Indicators Database,306
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tumkur,India,Central and Southern Asia ,2020,1.41,19.14,20.55,60.44,UN-Habitat Urban Indicators Database,307
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Vijayawada,India,Central and Southern Asia ,2020,4.22,17.11,21.33,45.74,UN-Habitat Urban Indicators Database,308
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ahvaz,Iran,Central and Southern Asia ,2020,3.11,11.96,15.07,52.33,UN-Habitat Urban Indicators Database,309
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Aradabil,Iran,Central and Southern Asia ,2020,4.06,18.24,22.31,79.45,UN-Habitat Urban Indicators Database,310
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Arak,Iran,Central and Southern Asia ,2020,5.56,16.77,22.33,67.66,UN-Habitat Urban Indicators Database,311
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bandar Abbas,Iran,Central and Southern Asia ,2020,2.46,19.96,22.43,59.52,UN-Habitat Urban Indicators Database,312
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bojnurd,Iran,Central and Southern Asia ,2020,2.36,15.92,18.28,45.19,UN-Habitat Urban Indicators Database,313
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Dehdasht ,Iran,Central and Southern Asia ,2020,1.67,15.19,16.86,64.78,UN-Habitat Urban Indicators Database,314
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Eshfana ,Iran,Central and Southern Asia ,2020,1.83,16.99,18.82,50.78,UN-Habitat Urban Indicators Database,315
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tabriz,Iran,Central and Southern Asia ,2020,3.4,16.01,19.41,56.26,UN-Habitat Urban Indicators Database,316
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Dunedin,New Zealand,Australia and New Zealand,2020,5.23,15.07,20.3,76.83,UN-Habitat Urban Indicators Database,317
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tehran,Iran,Central and Southern Asia ,2020,4.57,15.5,20.07,61.14,UN-Habitat Urban Indicators Database,318
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Hamilton,New Zealand,Australia and New Zealand,2020,7.69,16.41,24.1,86.43,UN-Habitat Urban Indicators Database,319
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Varamin,Iran,Central and Southern Asia ,2020,2.14,10.78,12.92,64.26,UN-Habitat Urban Indicators Database,320
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",LowerHutt,New Zealand,Australia and New Zealand,2020,4.79,16.18,20.98,78.14,UN-Habitat Urban Indicators Database,321
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Baghdad,Iraq,Western Asia  and Northern Africa ,2020,1.32,13.37,14.69,20.33,UN-Habitat Urban Indicators Database,322
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Napier,New Zealand,Australia and New Zealand,2020,8.56,20.28,28.84,90.28,UN-Habitat Urban Indicators Database,323
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Palmerston,New Zealand,Australia and New Zealand,2020,7.65,13.7,21.35,87.07,UN-Habitat Urban Indicators Database,324
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Be'er Sheva,Israel,Western Asia  and Northern Africa ,2013,4.04,,,,Israel Central Bureau of Statistics,325
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tauranga,New Zealand,Australia and New Zealand,2020,8.04,15.15,23.18,83.93,UN-Habitat Urban Indicators Database,326
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Haifa,Israel,Western Asia  and Northern Africa ,2013,11.9,,,,Israel Central Bureau of Statistics,327
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Wellington,New Zealand,Australia and New Zealand,2020,9.08,19.21,28.28,82.46,UN-Habitat Urban Indicators Database,328
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Jerusalem (official municipality/ city area),Israel,Western Asia  and Northern Africa ,2013,7.4,,,,Israel Central Bureau of Statistics,329
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Leon,Nicaragua,Latin America and the Caribbean,2020,2.49,11.39,13.88,52.24,UN-Habitat Urban Indicators Database,330
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tel Aviv (official municipality/ city area),Israel,Western Asia  and Northern Africa ,2013,16.44,,,,Israel Central Bureau of Statistics,331
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Managua,Nicaragua,Latin America and the Caribbean,2020,1.71,11.74,13.44,46.81,UN-Habitat Urban Indicators Database,332
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tel Aviv (urban extent),Israel,Western Asia  and Northern Africa ,2020,4.3,12.61,16.91,75.85,UN-Habitat Urban Indicators Database,333
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Agadez,Niger,Sub-Saharan Africa,2020,1.21,16.99,18.2,45.76,UN-Habitat Urban Indicators Database,334
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Israel national urban estimate,Israel,Western Asia  and Northern Africa ,2013,1.17,,,,Israel Central Bureau of Statistics,335
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Dosso,Niger,Sub-Saharan Africa,2020,1.17,15.12,16.29,32.96,UN-Habitat Urban Indicators Database,336
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Fukuoka,Japan,Eastern Asia and South-eastern Asia,2020,6.1,20.65,26.75,70.07,UN-Habitat Urban Indicators Database,337
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Maradi,Niger,Sub-Saharan Africa,2020,2.89,19.11,22,32.04,UN-Habitat Urban Indicators Database,338
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sohar,Oman,Western Asia  and Northern Africa ,2020,1.01,13.92,14.93,18.19,UN-Habitat Urban Indicators Database,339
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chishtian,Pakistan,Central and Southern Asia ,2020,1.22,11,12.22,23.15,UN-Habitat Urban Indicators Database,340
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Faisalabad,Pakistan,Central and Southern Asia ,2020,1.3,13.02,14.32,34.08,UN-Habitat Urban Indicators Database,341
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Hyderabad,Pakistan,Central and Southern Asia ,2020,1.7,14.24,15.94,43.38,UN-Habitat Urban Indicators Database,342
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Karachi,Pakistan,Central and Southern Asia ,2020,3.14,15.46,18.6,45.39,UN-Habitat Urban Indicators Database,343
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lahore,Pakistan,Central and Southern Asia ,2020,2.89,16.75,19.64,47.29,UN-Habitat Urban Indicators Database,344
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sheikhupura,Pakistan,Central and Southern Asia ,2020,1.02,11.46,12.48,31.89,UN-Habitat Urban Indicators Database,345
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al-Quds,Palestinian territories ,Western Asia  and Northern Africa ,2020,4.97,12.29,17.26,39.96,UN-Habitat Urban Indicators Database,346
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ciudad de panama,Panama,Latin America and the Caribbean,2020,2.68,10.4,13.09,38.65,UN-Habitat Urban Indicators Database,347
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Asuncion,Paraguay,Latin America and the Caribbean,2020,1.34,14.1,15.44,32.62,UN-Habitat Urban Indicators Database,348
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ciudad del Este,Paraguay,Latin America and the Caribbean,2020,2.23,15.05,17.27,34.95,UN-Habitat Urban Indicators Database,349
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Abancay,Peru,Latin America and the Caribbean,2017,0.31,20.51,20.82,,"National Institute of Statistics and Informatics, Peru",350
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Andahuaylas,Peru,Latin America and the Caribbean,2017,0.18,18.69,18.87,,"National Institute of Statistics and Informatics, Peru",351
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Arequipa,Peru,Latin America and the Caribbean,2017,0.9,40.69,41.59,,"National Institute of Statistics and Informatics, Peru",352
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ayacucho,Peru,Latin America and the Caribbean,2017,0.92,26.46,27.38,,"National Institute of Statistics and Informatics, Peru",353
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ayaviri,Peru,Latin America and the Caribbean,2017,0.77,33.09,33.86,,"National Institute of Statistics and Informatics, Peru",354
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Azangaro,Peru,Latin America and the Caribbean,2017,0.48,35.71,36.19,,"National Institute of Statistics and Informatics, Peru",355
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bagua,Peru,Latin America and the Caribbean,2017,0.61,22.97,23.58,,"National Institute of Statistics and Informatics, Peru",356
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bagua Grande,Peru,Latin America and the Caribbean,2017,0.39,29.52,29.91,,"National Institute of Statistics and Informatics, Peru",357
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bajo Pichanaqui,Peru,Latin America and the Caribbean,2017,0.79,32.61,33.4,,"National Institute of Statistics and Informatics, Peru",358
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Barranca,Peru,Latin America and the Caribbean,2017,0.61,37.43,38.04,,"National Institute of Statistics and Informatics, Peru",359
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cajamarca,Peru,Latin America and the Caribbean,2017,1.19,18.76,19.95,,"National Institute of Statistics and Informatics, Peru",360
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Casa Grande,Peru,Latin America and the Caribbean,2017,2.61,18.01,20.63,,"National Institute of Statistics and Informatics, Peru",361
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Casma,Peru,Latin America and the Caribbean,2017,0.41,41.58,41.99,,"National Institute of Statistics and Informatics, Peru",362
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Catacaos,Peru,Latin America and the Caribbean,2017,0.38,32.07,32.45,,"National Institute of Statistics and Informatics, Peru",363
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cerro De Pasco,Peru,Latin America and the Caribbean,2017,0.55,37.44,38,,"National Institute of Statistics and Informatics, Peru",364
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chachapoyas,Peru,Latin America and the Caribbean,2017,0.19,15.91,16.1,,"National Institute of Statistics and Informatics, Peru",365
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chancay,Peru,Latin America and the Caribbean,2017,0.71,31.91,32.62,,"National Institute of Statistics and Informatics, Peru",366
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chepen,Peru,Latin America and the Caribbean,2017,1.9,30.5,32.4,,"National Institute of Statistics and Informatics, Peru",367
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chiclayo,Peru,Latin America and the Caribbean,2017,1.71,30.81,32.52,,"National Institute of Statistics and Informatics, Peru",368
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chimbote,Peru,Latin America and the Caribbean,2017,0.96,35.44,36.39,,"National Institute of Statistics and Informatics, Peru",369
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chincha Alta,Peru,Latin America and the Caribbean,2017,0.67,20.99,21.66,,"National Institute of Statistics and Informatics, Peru",370
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chota,Peru,Latin America and the Caribbean,2017,0.12,19.33,19.46,,"National Institute of Statistics and Informatics, Peru",371
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Chulucanas,Peru,Latin America and the Caribbean,2017,0.84,31.61,32.45,,"National Institute of Statistics and Informatics, Peru",372
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cusco,Peru,Latin America and the Caribbean,2017,0.52,33.09,33.61,,"National Institute of Statistics and Informatics, Peru",373
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cutervo,Peru,Latin America and the Caribbean,2017,0.33,18.67,19,,"National Institute of Statistics and Informatics, Peru",374
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",El Pedregal,Peru,Latin America and the Caribbean,2017,0.47,32.42,32.89,,"National Institute of Statistics and Informatics, Peru",375
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Okayama,Japan,Eastern Asia and South-eastern Asia,2020,8.28,14.92,23.19,64.02,UN-Habitat Urban Indicators Database,376
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Osaka,Japan,Eastern Asia and South-eastern Asia,2020,4.74,22.96,27.7,72.21,UN-Habitat Urban Indicators Database,377
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tokyo,Japan,Eastern Asia and South-eastern Asia,2020,3.49,19.66,23.15,74.82,UN-Habitat Urban Indicators Database,378
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Yamaguchi,Japan,Eastern Asia and South-eastern Asia,2020,4.64,13.4,18.04,35.88,UN-Habitat Urban Indicators Database,379
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Amman (Includes Az-zarqa),Jordan,Western Asia  and Northern Africa ,2020,1.31,17.96,19.27,33.88,UN-Habitat Urban Indicators Database,380
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Aktobe,Kazakhstan,Central and Southern Asia ,2020,2.95,13.68,16.63,44.82,UN-Habitat Urban Indicators Database,381
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Almaty,Kazakhstan,Central and Southern Asia ,2020,2.29,13.34,15.62,28.08,UN-Habitat Urban Indicators Database,382
